market_id,question,slug,end_date,active,closed,category_raw,group_item_title,volume,liquidity,condition_id,tokens,category
553864,Will the Orlando Magic win the 2026 NBA Finals?,will-the-orlando-magic-win-the-2026-nba-finals,2026-07-01T00:00:00Z,True,False,,Orlando Magic,10535433.589193976,800069.24582,0x7338d9dea0de820ed621abdff3de2d4b07a573bc0c1a6f7128941f4d0c5606e3,"['95140346952277551620015228752585531762813913098320669805735291271863965388665', '8332314939688900216478864488824055129773277161185304797159692826491772870785']",SPORTS
553865,Will the Denver Nuggets win the 2026 NBA Finals?,will-the-denver-nuggets-win-the-2026-nba-finals,2026-07-01T00:00:00Z,True,False,,Denver Nuggets,4568384.729514962,602289.7661,0x4e65282819c98c6aed529f357fbf5983b1ae9407a3c25bd50fe97b2906df68f9,"['56814725870179920615881424393027028330166672775619196396436430486653645555698', '76502490060038468983308870100553689583720145873703214557423080536912388384600']",SPORTS
553866,Will the San Antonio Spurs win the 2026 NBA Finals?,will-the-san-antonio-spurs-win-the-2026-nba-finals,2026-07-01T00:00:00Z,True,False,,San Antonio Spurs,17707729.140936088,242773.17721,0xb6b3d7a2037b3faa7e1306d741840d453432902d73cc9a146a035e40271eae73,"['102227184035967850089766981958743064457339118173548431660886438726896222843254', '12636035070565821048178968461063687179393834041535317885287743395873720755118']",SPORTS
553867,Will the Golden State Warriors win the 2026 NBA Finals?,will-the-golden-state-warriors-win-the-2026-nba-finals,2026-07-01T00:00:00Z,True,False,,Golden State Warriors,15158216.23304576,982561.44378,0xfbf7ab9e6b6d324ffe436bab8c7a1e10aeb8200e10c1e1dbb35d2959becebc1e,"['24562451406833903239172268319519891863383297300349256425313284172658771272863', '96954689694848789665674862217402225728143997247600075527510661060109238213695']",SPORTS
553869,Will the Philadelphia 76ers win the 2026 NBA Finals?,will-the-philadelphia-76ers-win-the-2026-nba-finals,2026-07-01T00:00:00Z,True,False,,Philadelphia 76ers,9987856.73054697,592157.41436,0x567f1ff714731fafa702d454a105b064a7ec4d10f6fb71ad3221f4918681c709,"['5644679982684846699855787022092402984369447277920326773883608030240292167917', '87034176766941774290222899044689953504253543270446832998578029452480078966654']",SPORTS
553871,Will the Detroit Pistons win the 2026 NBA Finals?,will-the-detroit-pistons-win-the-2026-nba-finals,2026-07-01T00:00:00Z,True,False,,Detroit Pistons,8488882.293313889,289259.67443,0xe202539dfbeced92dc4112f134a205c80ca6cf4db32bd82f05b291c297219fd8,"['59742411602053785892348440048778056320272639465974092140970920277782290781360', '17229559412398170618704225341353811929634795955092110836823940954753499964583']",SPORTS
553876,Will the Toronto Raptors win the 2026 NBA Finals?,will-the-toronto-raptors-win-the-2026-nba-finals,2026-07-01T00:00:00Z,True,False,,Toronto Raptors,12702327.367797911,541894.71836,0x4405c62496c4fdd275d17ec31567a01534013c518c314ce61bb633b5e7cb6426,"['111039354521750894925304771773687530394455073318948424656845140321925374032772', '30357767947480285883761313215827358416711193584639846702115748417508830705975']",SPORTS
553877,Will the Phoenix Suns win the 2026 NBA Finals?,will-the-phoenix-suns-win-the-2026-nba-finals,2026-07-01T00:00:00Z,True,False,,Phoenix Suns,14380552.956527982,1153898.81983,0xa49fc89bfb87bb302bfc43567709850565161bdaed5bc506bff4b85fd3c5c2ee,"['106572879185916710503631021854572801471104977091252507745096331167318654083650', '58087869106006103428727335605812139174959660101169613412457934526729964554109']",SPORTS
553879,Will the Portland Trail Blazers win the 2026 NBA Finals?,will-the-portland-trail-blazers-win-the-2026-nba-finals,2026-07-01T00:00:00Z,True,False,,Portland Trail Blazers,20497052.104947727,1290753.01513,0x6331a779482df72d904c3c1e12b6409ff836bc06f8c97945cba9b25ada2c605c,"['82402823484466457361170410951601106261368113664328436062375970009969959380598', '48262548906086150698299934962091284390063927164151224719187427455086357699251']",SPORTS
553881,Will the Atlanta Hawks win the 2026 NBA Finals?,will-the-atlanta-hawks-win-the-2026-nba-finals,2026-07-01T00:00:00Z,True,False,,Atlanta Hawks,16318110.936084786,451325.57252,0xfda648d24cdad32dfe959195bd75ef4c81fbea5130eb6c7a4a0c18607a11ce63,"['46018378684967856456278619377189791752501136727354913341087475972513992392267', '20129983565567341010763130180914686218636854709832178286955080327775892526669']",SPORTS
553882,Will the Charlotte Hornets win the 2026 NBA Finals?,will-the-charlotte-hornets-win-the-2026-nba-finals,2026-07-01T00:00:00Z,True,False,,Charlotte Hornets,34724516.68561424,477533.59568,0xc58cfb7397c4f3f803f5c20135cafa7f6d2c87cf3bb1e6138042b95d828e1866,"['56958503032603479474712760211473691965846495282533669255954105717594026846100', '65993209531308632524221798569537933773833000068656072810215460807745426846637']",SPORTS
556062,MegaETH market cap (FDV) >$2B one day after launch?,megaeth-market-cap-fdv-2b-one-day-after-launch-738-867-649-272-765-733,2025-12-31T00:00:00Z,True,False,,>$2B,5956251.745708093,72139.0105,0xfc6260666d020a912a87d9000eff5116d2adfb8c30aba543427a4c1f1411f1a0,"['57301498276970257025109591078431189727442302532145853906375186182281603517458', '20615575591261238050354259319465440337102580196335623615376639598123117400036']",CRYPTO
